edge_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,record_count,scheduled,abs_median_deviation,relative_deviation_factor,flow
9022003781178/9022003781507,Verkmästaregatan (Enköping),Fagerskogsgatan (Enköping),59.648117,17.07146,59.64877,17.081895,323,145,-60,0.707,10.380045454545455
9022003781424/9022003781142,Magasinsgatan (Grillby) (Enköping),Villberga kyrka (Enköping),59.622755,17.261072,59.610065,17.2728,331,71,32,0.689,10.366318181818182
9022003760099/9022003760097,Åsbo (Tierp),Älby vårdhem (Tierp),60.107942,17.574863,60.103061,17.563866,283,49,10,0.804,10.342363636363636
9022003719044/9022003719043,Ytterboda vägskäl (Älvkarleby),Hängbron (Älvkarleby),60.617798,17.445337,60.611861,17.444889,251,50,0,0.906,10.336636363636364
9022003760149/9022003760152,Järnvägsövergången (Upplanda) (Tierp),Upplanda södra (Tierp),60.222089,17.736067,60.224963,17.734161,369,83,-52,0.615,10.315227272727274
9022003782267/9022003782269,Gryttjom (Dannemora) (Östhammar),Vreta (Östhammar),60.196136,17.825755,60.196488,17.816183,369,33,21,0.611,10.248136363636364
9022003780678/9022003779209,Skuttungeby (Uppsala),Örsbäcken (Skuttunge) (Uppsala),59.994212,17.50099,59.995286,17.509593,363,45,22,0.621,10.2465
9022003760132/9022003760127,Skarpekeby (Tierp),Kättslinge (Vendel) (Tierp),60.185204,17.670501,60.177039,17.653422,283,65,17,0.795,10.226590909090909
9022003760105/9022003760103,Hübinett (Tierp),Gryttby (Tierp),60.119758,17.576126,60.112951,17.577596,283,44,9,0.794,10.213727272727272
9022003780584/9022003780133,Ströja vägskäl (Uppsala),Lejsta (Uppsala),59.9503,17.91415,59.952334,17.895232,260,55,7,0.862,10.187272727272727
9022003781141/9022003781142,Långarnö vägskäl (Enköping),Villberga kyrka (Enköping),59.60256,17.271995,59.610065,17.2728,324,40,18,0.69,10.16181818181818
9022003780025/9022003780727,Vattholma station (Uppsala),Vattholma skola,60.025004,17.73111,60.018708,17.735569,300,120,41,0.745,10.15909090909091
9022003780701/9022003780694,Örke (Uppsala),Hagby (Skuttunge) (Uppsala),60.007314,17.529127,60.00208,17.516002,309,46,18,0.723,10.154863636363636
9022003780605/9022003780597,Bråtorp (Testenbadet) (Uppsala),Söder-Edinge (Uppsala),59.954361,18.064846,59.951292,18.047326,273,44,5,0.818,10.150636363636362
9022003780079/9022003780626,Björken (Uppsala),Södra Krycklinge (Uppsala),59.972033,17.529031,59.96934,17.53387,309,26,10,0.722,10.140818181818181
9022003781207/9022003781223,Fiskvik (Enköping),Ullstämma (Enköping),59.641343,17.267959,59.645111,17.264185,324,33,-15,0.688,10.132363636363635
9022003760091/9022003760097,Torkelsbo (Tierp),Älby vårdhem (Tierp),60.101756,17.560093,60.103061,17.563866,254,22,3,0.875,10.102272727272727
9022003779052/9022003779051,Uppsala-Näs kyrka (Uppsala),Bodarna vägskäl (Uppsala),59.787289,17.593554,59.786364,17.59753,391,22,16,0.568,10.09490909090909
9022003780770/9022003780757,Tömvägen (Björklinge) (Uppsala),Björkvallsskolan (Björklinge) (Uppsala),60.032483,17.545958,60.02894,17.549127,291,65,-19,0.763,10.09240909090909
9022003760115/9022003760117,Karby östra (Tierp),Allebäcke (Tierp),60.15664,17.594661,60.159682,17.599455,288,50,-14,0.77,10.08
9022003781013/9022003781412,Grillby skola (Enköping),Skogsvallen (Grillby) (Enköping),59.626129,17.253898,59.627379,17.254519,324,39,18,0.684,10.073454545454545
9022003700238/9022003700241,Solstrålevägen (Storvreta) (Uppsala),Vintergatsvägen (Storvreta) (Uppsala),59.951111,17.698416,59.953889,17.690662,251,156,0,0.881,10.05140909090909
9022003760060/9022003760124,Vendels skola (Tierp),Brunnby (Vendel) (Tierp),60.165288,17.605778,60.173036,17.614347,272,46,11,0.81,10.014545454545456
9022003780594/9022003780597,Abrahamstorp (Uppsala),Söder-Edinge (Uppsala),59.950193,18.036422,59.951292,18.047326,272,31,0,0.81,10.014545454545456
9022003191214/9022003191216,Skördegatan (Sigtuna),Hällsboskolan (Sigtuna),59.624504,17.704185,59.627257,17.701327,364,127,81,0.605,10.01
9022003781009/9022003781030,Länsmans Bärby (Enköping),Örsundsbro centrum (Enköping),59.724318,17.315965,59.733963,17.307829,349,334,-201,0.631,10.009954545454546
9022003793051/9022003793034,Heby station (Heby),Morgongåva station,59.940484,16.850377,59.933013,16.960663,291,403,-128,0.755,9.986590909090909
9022003191009/9022003191167,Sigtuna folkhögskola (Sigtuna),Läroverket (Sigtuna),59.615104,17.697931,59.614097,17.703581,392,28,22,0.56,9.978181818181818
9022003191293/9022003191294,Sättra vägskäl (Hallstavik) (Norrtälje),Rörvägen (Hallstavik) (Norrtälje),60.041636,18.557078,60.048777,18.57809,260,113,-17,0.844,9.974545454545455
9022003717057/9022003717056,Över Sävne (Heby),Asplunda (Heby),59.998895,16.831965,60.004316,16.836632,226,31,-1,0.97,9.964545454545455
9022003781007/9022003781245,Kulla vägskäl (Bälsunda) (Enköping),Bälsunda (Enköping),59.665935,17.447621,59.662832,17.449493,378,91,-66,0.579,9.948272727272727
9022003719024/9022003719079,Snårets vägskäl (Älvkarleby),Slåttervallen (Gårdskär) (Älvkarleby),60.60369,17.547363,60.607436,17.56568,237,69,0,0.922,9.932454545454547
9022003705007/9022003705085,Stigsbergsvägen (Bålsta) (Håbo),Biskops-Arnö vägskäl (Håbo),59.650047,17.458144,59.65435,17.45793,349,20,11,0.625,9.914772727272727
9022003781271/9022003781268,Ör (Hjälsta) (Enköping),Hjälstaby (Enköping),59.694219,17.371621,59.688578,17.377875,378,37,28,0.576,9.896727272727272
9022003782239/9022003782098,Hargshamns skola (Östhammar),Träsket (Hargshamn) (Östhammar),60.169164,18.45522,60.170254,18.443358,335,57,26,0.649,9.8825
9022003717040/9022003717039,Ljusbäck vägskäl (Heby),Fridhemsvägen (Tärnsjö) (Heby),60.144051,16.911024,60.150672,16.922121,226,72,-1,0.96,9.861818181818181
9022003700235/9022003700238,Ekorrvägen (Storvreta) (Uppsala),Solstrålevägen (Storvreta) (Uppsala),59.956491,17.716321,59.951111,17.698416,251,202,-36,0.86,9.81181818181818
9022003191222/9022003191221,Trosta (Sigtuna),Gnistan (Sigtuna),59.652209,18.024713,59.652372,18.020874,399,20,17,0.541,9.811772727272729
9022003717012/9022003717013,Bjurvalla (Heby),Nyvalla vägskäl (Heby),60.166109,17.097302,60.165479,17.090126,363,15,9,0.593,9.7845
9022003717058/9022003717057,Källviken (Heby),Över Sävne (Heby),59.993949,16.830773,59.998895,16.831965,226,38,-2,0.951,9.769363636363636
9022003760144/9022003760146,Krassmyren (Östhammar),Berg (Upplanda) (Tierp),60.215271,17.749272,60.21755,17.737028,369,32,23,0.582,9.761727272727272
9022003717059/9022003717058,Klockarbo (Heby),Källviken (Heby),59.98468,16.8326,59.993949,16.830773,226,56,-3,0.95,9.75909090909091
9022003760111/9022003760112,Husby (Vendel) (Tierp),Laberga (Tierp),60.144066,17.575722,60.148714,17.582616,288,43,4,0.745,9.752727272727274
9022003717021/9022003717020,Folkets hus (Tärnsjö) (Heby),Laggarbovägen (Tärnsjö) (Heby),60.156945,16.932958,60.159772,16.936207,402,24,21,0.533,9.739363636363636
9022003719102/9022003719044,Rullsand (Älvkarleby),Ytterboda vägskäl (Älvkarleby),60.632643,17.480301,60.617798,17.445337,251,201,-36,0.85,9.697727272727272
9022003780671/9022003780077,Skuttunge affär (Uppsala),Strålsund (Uppsala),59.990544,17.506303,59.988104,17.508938,309,20,9,0.69,9.691363636363635
9022003780048/9022003780049,Böksta (Uppsala),Balingsta kyrka (Uppsala),59.770546,17.409692,59.762968,17.425169,241,84,-10,0.883,9.672863636363637
9022003781344/9022003781019,Fjärdhundrabadet (Enköping),Kyrkmalmen (Fjärdhundra) (Enköping),59.773813,16.915465,59.77232,16.909506,306,39,17,0.695,9.666818181818181
9022003779213/9022003780789,Hammarby vägskäl,Brunnbykorset (Uppsala),60.044416,17.498805,60.039964,17.50432,292,38,11,0.727,9.649272727272727
9022003780789/9022003779213,Brunnbykorset (Uppsala),Hammarby vägskäl,60.039964,17.50432,60.044416,17.498805,281,58,-19,0.753,9.617863636363637
9022003705092/9022003705095,Jättens väg (Skokloster) (Håbo),Hammarby Torp (Håbo),59.69452,17.608536,59.700497,17.604097,348,84,48,0.608,9.617454545454546
9022003705085/9022003705007,Biskops-Arnö vägskäl (Håbo),Stigsbergsvägen (Bålsta) (Håbo),59.65435,17.45793,59.650047,17.458144,378,19,15,0.559,9.604636363636365
9022003780597/9022003780594,Söder-Edinge (Uppsala),Abrahamstorp (Uppsala),59.951292,18.047326,59.950193,18.036422,273,26,6,0.771,9.56740909090909
9022003779153/9022003779201,Forkarby vägskäl (Uppsala),Forkarbyholm (Uppsala),59.928447,17.566407,59.918992,17.564476,309,56,29,0.681,9.564954545454546
9022003780774/9022003780770,Lilla Vadbron (Björklinge) (Uppsala),Tömvägen (Björklinge) (Uppsala),60.033573,17.533994,60.032483,17.545958,274,60,17,0.767,9.552636363636363
9022003705000/9022003705001,Graneberg (Bålsta) (Håbo),Räddningsstation (Bålsta) (Håbo),59.584267,17.50438,59.580932,17.49352,420,86,0,0.5,9.545454545454545
9022003705042/9022003705039,Kraftleden (Bålsta) (Håbo),Smultronstället (Bålsta) (Håbo),59.56432,17.507603,59.560372,17.508802,236,31,0,0.886,9.504363636363635
9022003781505/9022003781504,Kärrhöksgränd (Enköping),Hornugglegränd (Enköping),59.645945,17.058344,59.644171,17.054199,252,96,-10,0.828,9.484363636363636
9022003781002/9022003781502,Gustav Adolfs plan (Enköping),Stenfalksgränd (Enköping),59.636758,17.075465,59.638602,17.058318,323,107,59,0.645,9.469772727272728
9022003191078/9022003191145,Smara (Norrtälje),Smara vändplan (Norrtälje),59.886266,18.42049,59.878121,18.409596,250,106,2,0.833,9.46590909090909
9022003781504/9022003781503,Hornugglegränd (Enköping),Ormvråksgränd (Enköping),59.644171,17.054199,59.641135,17.055274,252,94,-7,0.826,9.461454545454545
9022003781149/9022003781145,Vappa säteri (Enköping),Haga vägskäl (Enköping),59.620314,17.04238,59.616336,17.037698,248,45,4,0.838,9.446545454545454
9022003780020/9022003780051,Wiks slott (Uppsala),Vik 1 (Uppsala),59.736355,17.463574,59.73948,17.459923,373,42,8,0.557,9.443681818181819
9022003717064/9022003717063,Hedåsen södra (Heby),Hedåsen norra (Heby),59.947146,16.860446,59.95406,16.858983,226,56,4,0.919,9.440636363636365
9022003780581/9022003780580,Nygårdens vägskäl (Uppsala),Sursta (Uppsala),59.946981,17.976012,59.946528,17.987688,272,24,6,0.759,9.384
9022003717032/9022003717064,Vårdcentralen (Heby),Hedåsen södra (Heby),59.941565,16.862362,59.947146,16.860446,226,83,-3,0.913,9.379000000000001
9022003191294/9022003191295,Rörvägen (Hallstavik) (Norrtälje),Kustvägen (Hallstavik) (Norrtälje),60.048777,18.57809,60.049807,18.589742,260,71,-20,0.793,9.371818181818183
9022003780966/9022003780334,Vreta västra (Uppsala),Strandvägen södra (Vreta) (Uppsala),59.776571,17.597397,59.771315,17.60032,362,58,44,0.569,9.362636363636362
9022003719117/9022003719107,Gårdskär Byggvägen,Väktarstigen (Långsand ) (Älvkarleby),60.611773,17.574391,60.646,17.554802,228,381,-41,0.899,9.31690909090909
9022003781347/9022003781346,Fjärdhundra centrum (Enköping),Albäcksvägen (Fjärdhundra) (Enköping),59.778115,16.926931,59.776167,16.923768,480,44,62,0.427,9.316363636363635
9022003717063/9022003717062,Hedåsen norra (Heby),Ulebo (Heby),59.95406,16.858983,59.956505,16.852975,226,28,0,0.906,9.30709090909091
9022003719107/9022003719109,Väktarstigen (Långsand ) (Älvkarleby),Gamla Byvägen (Långsand) (Älvkarleby),60.646,17.554802,60.646653,17.542551,251,55,6,0.815,9.29840909090909
9022003760112/9022003760111,Laberga (Tierp),Husby (Vendel) (Tierp),60.148714,17.582616,60.144066,17.575722,316,105,-66,0.647,9.293272727272727
9022003760097/9022003760091,Älby vårdhem (Tierp),Torkelsbo (Tierp),60.103061,17.563866,60.101756,17.560093,283,28,-10,0.722,9.287545454545453
9022003781178/9022003781506,Verkmästaregatan (Enköping),Bodavägen (Enköping),59.648117,17.07146,59.646756,17.063623,252,83,-21,0.807,9.243818181818183
9022003781412/9022003781411,Skogsvallen (Grillby) (Enköping),Parkvägen (Grillby) (Enköping),59.627379,17.254519,59.627188,17.262859,324,62,37,0.626,9.219272727272728
9022003717049/9022003717048,Landberga (Heby),Kroksbo (Heby),60.035226,16.807991,60.039115,16.830018,208,116,3,0.975,9.218181818181819
9022003717032/9022003793035,Vårdcentralen (Heby),Heby torg (Heby),59.941565,16.862362,59.938384,16.862798,258,63,5,0.786,9.217636363636364
9022003717052/9022003717051,Runhällen (Heby),Ingbo (Heby),60.025102,16.823074,60.029103,16.810479,208,66,-1,0.971,9.180363636363637
9022003760109/9022003760111,Gryttby östra (Tierp),Husby (Vendel) (Tierp),60.132424,17.576195,60.144066,17.575722,254,121,-30,0.795,9.178636363636365
9022003760107/9022003760109,Gryttby torg (Tierp),Gryttby östra (Tierp),60.123334,17.575904,60.132424,17.576195,254,52,13,0.794,9.16709090909091
9022003781506/9022003781505,Bodavägen (Enköping),Kärrhöksgränd (Enköping),59.646756,17.063623,59.645945,17.058344,252,94,-21,0.8,9.163636363636364
9022003717045/9022003717044,Rödmossa vägskäl (Heby),Lilla Runhällen (Heby),60.073362,16.878302,60.079121,16.879891,226,33,4,0.892,9.163272727272728
9022003705036/9022003705040,Fånäs (Bålsta) (Håbo),Kalmar livs (Bålsta) (Håbo),59.556052,17.5458,59.561564,17.540477,322,201,-121,0.624,9.133090909090908
9022003781176/9022003781020,Kryddgården (Enköping),Östra Ringgatan (Enköping),59.63408,17.080345,59.635112,17.084089,484,24,36,0.415,9.129999999999999
9022003793034/9022003793051,Morgongåva station,Heby station (Heby),59.933013,16.960663,59.940484,16.850377,292,273,120,0.685,9.091818181818184
9022003780626/9022003780079,Södra Krycklinge (Uppsala),Björken (Uppsala),59.96934,17.53387,59.972033,17.529031,363,26,22,0.551,9.0915
9022003781503/9022003781502,Ormvråksgränd (Enköping),Stenfalksgränd (Enköping),59.641135,17.055274,59.638602,17.058318,252,55,-7,0.793,9.083454545454547
9022003705027/9022003705028,Granelund (Bålsta) (Håbo),Kalmar kyrka (Bålsta) (Håbo),59.541324,17.518856,59.543807,17.523279,236,47,-6,0.846,9.075272727272726
9022003700600/9022003700001,Uppsala Centralstationen (Uppsala),Stora Torget (Uppsala),59.858683,17.64372,59.858594,17.639199,247,180,0,0.807,9.060409090909092
9022003705108/9022003705028,Gyproc (Bålsta) (Håbo),Kalmar kyrka (Bålsta) (Håbo),59.548481,17.525603,59.543807,17.523279,398,51,45,0.5,9.045454545454545
9022003717050/9022003717051,Enåkers kyrka (Heby),Ingbo (Heby),60.034155,16.801249,60.029103,16.810479,208,64,0,0.955,9.02909090909091
9022003705088/9022003781245,Sotkrogen (Håbo),Bälsunda (Enköping),59.659434,17.451313,59.662832,17.449493,349,107,-82,0.566,8.97881818181818
9022003760103/9022003760099,Gryttby (Tierp),Åsbo (Tierp),60.112951,17.577596,60.107942,17.574863,283,33,13,0.698,8.97881818181818
9022003705019/9022003705091,Söderskogen norra (Skokloster) (Håbo),Idealbyn (Skokloster) (Håbo),59.680951,17.594261,59.685389,17.603909,348,82,-56,0.567,8.96890909090909
9022003705111/9022003705040,Infra Park (Bålsta) (Håbo),Kalmar livs (Bålsta) (Håbo),59.559794,17.536441,59.561564,17.540477,223,53,5,0.883,8.95040909090909
9022003760322/9022003782327,Giboda (Tierp),Frebbenbo vägskäl (Östhammar),60.389084,17.945251,60.383348,17.977885,199,88,0,0.989,8.945954545454544
9022003782317/9022003782324,Marka (Östhammar),Norrsved (Östhammar),60.218392,18.363349,60.234377,18.366094,241,122,-28,0.816,8.93890909090909
9022003760099/9022003760103,Åsbo (Tierp),Gryttby (Tierp),60.107942,17.574863,60.112951,17.577596,254,25,7,0.774,8.936181818181819
9022003717046/9022003717045,Kroksbo vägskäl (Heby),Rödmossa vägskäl (Heby),60.051631,16.865984,60.073362,16.878302,226,114,17,0.869,8.927000000000001
9022003717056/9022003717055,Asplunda (Heby),Runhällen vägskäl (Heby),60.004316,16.836632,60.011905,16.839612,208,65,-4,0.942,8.906181818181818
9022003782269/9022003782267,Vreta (Östhammar),Gryttjom (Dannemora) (Östhammar),60.196488,17.816183,60.196136,17.825755,381,24,23,0.511,8.849590909090908
9022003717078/9022003717060,Norrgården (Heby),Stingtorpet (Heby),59.975114,16.8368,59.980037,16.835215,226,30,-4,0.861,8.844818181818182
9022003760119/9022003760060,Vendels kyrka (Tierp),Vendels skola (Tierp),60.163123,17.603246,60.165288,17.605778,272,37,-12,0.714,8.827636363636364
9022003782327/9022003782355,Frebbenbo vägskäl (Östhammar),Berkinge vägskäl (Östhammar),60.383348,17.977885,60.367192,18.027082,199,149,-2,0.974,8.810272727272727
9022003782324/9022003782335,Norrsved (Östhammar),Hanneberg (Östhammar),60.234377,18.366094,60.239125,18.358734,241,48,-11,0.804,8.807454545454547
9022003717044/9022003717043,Lilla Runhällen (Heby),Råsbo vägskäl (Heby),60.079121,16.879891,60.095129,16.879549,226,78,13,0.857,8.803727272727274
9022003779018/9022003779058,Asplunda (Uppsala),Stabby vägskäl (Uppsala),59.797649,17.5883,59.791306,17.584684,344,47,36,0.561,8.772
9022003717048/9022003717049,Kroksbo (Heby),Landberga (Heby),60.039115,16.830018,60.035226,16.807991,208,115,7,0.927,8.764363636363637
9022003717078/9022003717061,Norrgården (Heby),"Tärnsjö vägskäl, v. 56 (Heby)",59.975114,16.8368,59.95771,16.840197,208,145,8,0.924,8.736
9022003191011/9022003191210,Doktorsgården (Sigtuna),Klockbacken (Sigtuna),59.614985,17.714157,59.61594,17.717666,392,22,23,0.489,8.713090909090909
9022003781210/9022003781198,Enköping station,Litslenavägen (Enköping),59.644447,17.086076,59.640983,17.101477,279,116,53,0.686,8.699727272727273
9022003782268/9022003782261,Hargs kyrka (Östhammar),Bruksgatan (Harg) (Östhammar),60.187068,18.390286,60.184973,18.395061,222,27,0,0.862,8.698363636363636
9022003781019/9022003781344,Kyrkmalmen (Fjärdhundra) (Enköping),Fjärdhundrabadet (Enköping),59.77232,16.909506,59.773813,16.915465,278,38,17,0.687,8.68118181818182
9022003717047/9022003717046,Hedenslund,Kroksbo vägskäl (Heby),60.047004,16.854205,60.051631,16.865984,208,66,6,0.917,8.669818181818183
9022003782335/9022003782347,Hanneberg (Östhammar),Börstils kyrka (Östhammar),60.239125,18.358734,60.242749,18.349588,241,53,-14,0.791,8.665045454545455
9022003719082/9022003719086,Nedergårdsvägen (Gårdskär) (Älvkarleby),Gårdskär vändslingan (Älvkarleby),60.609105,17.581312,60.611208,17.584533,237,155,-37,0.801,8.628954545454546
9022003782259/9022003782261,Brukshandeln (Harg) (Östhammar),Bruksgatan (Harg) (Östhammar),60.181407,18.399666,60.184973,18.395061,241,56,-10,0.787,8.621227272727273
9022003719020/9022003719024,Gårdskärsvägen (Älvkarleby),Snårets vägskäl (Älvkarleby),60.58741,17.472302,60.60369,17.547363,237,294,-77,0.8,8.618181818181819
9022003793052/9022003700536,Skiljebomotet (Västerås),Stenhagen (Uppsala),59.613876,16.599517,59.848034,17.564211,196,3360,-125,0.964,8.588363636363635
9022003717064/9022003717032,Hedåsen södra (Heby),Vårdcentralen (Heby),59.947146,16.860446,59.941565,16.862362,208,73,-3,0.908,8.584727272727273
9022003717039/9022003717040,Fridhemsvägen (Tärnsjö) (Heby),Ljusbäck vägskäl (Heby),60.150672,16.922121,60.144051,16.911024,208,77,4,0.906,8.565818181818182
9022003717061/9022003717078,"Tärnsjö vägskäl, v. 56 (Heby)",Norrgården (Heby),59.95771,16.840197,59.975114,16.8368,226,114,23,0.833,8.557181818181819
9022003780133/9022003780584,Lejsta (Uppsala),Ströja vägskäl (Uppsala),59.952334,17.895232,59.9503,17.91415,227,49,-9,0.826,8.522818181818181
9022003717051/9022003717050,Ingbo (Heby),Enåkers kyrka (Heby),60.029103,16.810479,60.034155,16.801249,208,64,7,0.901,8.518545454545455
9022003782303/9022003782317,Löhammars vägskäl (Östhammar),Marka (Östhammar),60.206726,18.372238,60.218392,18.363349,241,90,-25,0.776,8.500727272727273
9022003782288/9022003782303,Stockby vägskäl (Harg) (Östhammar),Löhammars vägskäl (Östhammar),60.195875,18.379344,60.206726,18.372238,241,85,-25,0.775,8.489772727272728
9022003760060/9022003760119,Vendels skola (Tierp),Vendels kyrka (Tierp),60.165288,17.605778,60.163123,17.603246,316,22,9,0.591,8.48890909090909
9022003781438/9022003781430,Bredsand Yachtvägen,Ryssbo (Bredsand) (Enköping),59.595329,17.076293,59.599836,17.072567,199,44,-1,0.938,8.484636363636362
9022003782082/9022003782349,Forsmarks bruk (Östhammar),Forsmarks kvarn (Östhammar),60.369667,18.164448,60.368873,18.151989,189,67,0,0.986,8.470636363636364
9022003705001/9022003705000,Räddningsstation (Bålsta) (Håbo),Graneberg (Bålsta) (Håbo),59.580932,17.49352,59.584267,17.50438,211,82,8,0.883,8.468772727272729
9022003717063/9022003717064,Hedåsen norra (Heby),Hedåsen södra (Heby),59.95406,16.858983,59.947146,16.860446,208,72,-8,0.895,8.461818181818183
9022003705047/9022003705002,Gillmarken (Bålsta) (Håbo),Västerskog (Bålsta) (Håbo),59.570293,17.502614,59.573973,17.499224,211,46,-6,0.882,8.459181818181818
9022003782268/9022003782288,Hargs kyrka (Östhammar),Stockby vägskäl (Harg) (Östhammar),60.187068,18.390286,60.195875,18.379344,241,78,-14,0.772,8.456909090909091
9022003191295/9022003191045,Kustvägen (Hallstavik) (Norrtälje),Hallstavik busstation (Norrtälje),60.049807,18.589742,60.050574,18.594261,237,155,-21,0.785,8.45659090909091
9022003779188/9022003779063,Stora Bärsta (Uppsala),Lilla Bärsta (Uppsala),59.802613,17.542057,59.800218,17.549398,208,36,0,0.892,8.433454545454547
9022003717043/9022003717042,Råsbo vägskäl (Heby),Östa vägskäl (Heby),60.095129,16.879549,60.135582,16.901868,226,221,49,0.817,8.392818181818182
9022003782429/9022003782442,Snesslingeberg (Östhammar),Aspö vägskäl (Östhammar),60.31655,18.261463,60.308435,18.270084,192,49,1,0.959,8.369454545454545
9022003780685/9022003779209,Skuttunge kyrka (Uppsala),Örsbäcken (Skuttunge) (Uppsala),59.998579,17.513921,59.995286,17.509593,261,37,16,0.704,8.351999999999999
9022003760097/9022003760099,Älby vårdhem (Tierp),Åsbo (Tierp),60.103061,17.563866,60.107942,17.574863,254,49,18,0.723,8.347363636363635
9022003781538/9022003781539,Enköping Varggatan norra,Enköping Varggatan södra,59.643679,17.148555,59.640079,17.152951,214,143,-26,0.858,8.346
9022003781540/9022003781541,Enköping Klondyke,Enköping Åkersberg,59.63564,17.142827,59.628304,17.127026,214,200,-32,0.858,8.346
9022003191040/9022003191210,Sigtuna busstation (Sigtuna),Klockbacken (Sigtuna),59.617453,17.722909,59.61594,17.717666,383,46,50,0.479,8.338954545454545
9022003780289/9022003780282,Ärnesta gård (Uppsala),Häljebolsta (Uppsala),59.757291,17.491072,59.755185,17.49988,212,38,-3,0.864,8.325818181818182
9022003760107/9022003760105,Gryttby torg (Tierp),Hübinett (Tierp),60.123334,17.575904,60.119758,17.576126,283,24,12,0.647,8.322772727272728
9022003717055/9022003717054,Runhällen vägskäl (Heby),Andersbo (Heby),60.011905,16.839612,60.019576,16.83318,208,85,-12,0.876,8.282181818181819
9022003781145/9022003781149,Haga vägskäl (Enköping),Vappa säteri (Enköping),59.616336,17.037698,59.620314,17.04238,241,38,-13,0.755,8.270681818181819
9022003779063/9022003779188,Lilla Bärsta (Uppsala),Stora Bärsta (Uppsala),59.800218,17.549398,59.802613,17.542057,212,32,-5,0.857,8.258363636363637
9022003782245/9022003782239,Gimovägen (Hargshamn) (Östhammar),Hargshamns skola (Östhammar),60.170806,18.458398,60.169164,18.45522,335,15,11,0.542,8.253181818181819
9022003780283/9022003780052,Storängsbron (Uppsala),Kumla 2 (Uppsala),59.756191,17.440268,59.754083,17.451641,195,56,0,0.931,8.252045454545454
9022003780077/9022003780671,Strålsund (Uppsala),Skuttunge affär (Uppsala),59.988104,17.508938,59.990544,17.506303,363,19,20,0.5,8.25
9022003782417/9022003782429,Pälsfarmen (Östhammar),Snesslingeberg (Östhammar),60.324667,18.249326,60.31655,18.261463,192,55,2,0.945,8.247272727272726
9022003719076/9022003719073,Fråganbo (Älvkarleby),Västanån norra (Älvkarleby),60.592003,17.436217,60.584315,17.442417,193,66,3,0.938,8.228818181818182
9022003719109/9022003719108,Gamla Byvägen (Långsand) (Älvkarleby),Lillbrovägen (Långsand) (Älvkarleby),60.646653,17.542551,60.645707,17.53515,251,31,12,0.721,8.225954545454545
9022003717046/9022003717047,Kroksbo vägskäl (Heby),Hedenslund,60.051631,16.865984,60.047004,16.854205,208,67,-9,0.87,8.225454545454546
9022003780328/9022003780330,Tisslinge östra (Knivsta),Tisslinge västra (Knivsta),59.766363,17.874399,59.767318,17.866198,187,30,-1,0.966,8.211
9022003781224/9022003781538,Annelund (Enköping),Enköping Varggatan norra,59.645925,17.137809,59.643679,17.148555,214,97,-18,0.843,8.200090909090909
9022003782442/9022003782429,Aspö vägskäl (Östhammar),Snesslingeberg (Östhammar),60.308435,18.270084,60.31655,18.261463,185,55,0,0.975,8.198863636363635
9022003760105/9022003760107,Hübinett (Tierp),Gryttby torg (Tierp),60.119758,17.576126,60.123334,17.575904,254,23,8,0.71,8.197272727272727
9022003760269/9022003760274,Salberga (Tierp),Österänge (Tierp),60.464717,17.764692,60.456509,17.769178,203,39,5,0.886,8.175363636363636
9022003780052/9022003780278,Kumla 2 (Uppsala),Kumla 1 (Uppsala),59.754083,17.451641,59.754606,17.457219,195,23,-2,0.92,8.154545454545454
9022003781054/9022003781519,Vulcanusvägen (Enköping),Ekenkällsgatan (Enköping),59.637668,17.113476,59.640078,17.108587,214,64,10,0.836,8.132
9022003780646/9022003780187,Rycklingsboda (Uppsala),Rycklinge vägskäl (Uppsala),59.970754,18.131701,59.965863,18.11001,198,57,6,0.9,8.1
9022003719063/9022003719067,Turisten (Älvkarleby),Svedden (Älvkarleby),60.564943,17.438739,60.569893,17.437676,191,48,3,0.932,8.091454545454546
9022003760115/9022003760114,Karby östra (Tierp),Karby västra (Tierp),60.15664,17.594661,60.153688,17.589224,316,23,14,0.563,8.086727272727272
9022003781047/9022003781433,Fagerudd konferens (Enköping),Främjarstugan (Bredsand) (Enköping),59.585959,17.071461,59.588727,17.072999,199,32,-1,0.892,8.068545454545454
9022003717043/9022003717044,Råsbo vägskäl (Heby),Lilla Runhällen (Heby),60.095129,16.879549,60.079121,16.879891,208,79,13,0.853,8.064727272727273
9022003780330/9022003780343,Tisslinge västra (Knivsta),Hästhagen (Östuna) (Knivsta),59.767318,17.866198,59.772611,17.855538,187,58,0,0.948,8.058
9022003780301/9022003730049,Åby vägskäl (Långhundra) (Knivsta),Tibble (Knivsta),59.752605,18.042792,59.749153,18.045159,399,24,30,0.444,8.052545454545454
9022003700421/9022003700420,Norrhällby (Uppsala),Svia (Uppsala),59.890312,17.748308,59.883677,17.740364,188,98,5,0.942,8.04981818181818
9022003780053/9022003780278,Lilla Malmen (Uppsala),Kumla 1 (Uppsala),59.753741,17.472406,59.754606,17.457219,195,69,1,0.908,8.048181818181819
9022003700001/9022003700600,Stora Torget (Uppsala),Uppsala Centralstationen (Uppsala),59.858594,17.639199,59.858683,17.64372,240,120,42,0.736,8.029090909090908
9022003780054/9022003780289,Ärnesta vägskäl (Uppsala),Ärnesta gård (Uppsala),59.759026,17.485981,59.757291,17.491072,212,25,3,0.833,8.027090909090909
